Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
58970060,10/01/2023 12:20:13 AM,10/01/2023 01:27:11 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11369,95 STREET,95 STREET,32 AVENUE,95 STREET,32 AVENUE,95 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 01:27:14 AM,03 QUEENS,,QUEENS,1019310,215715,MOBILE,Unspecified,QUEENS,,,,,,,,40.75869481116022,-73.8734463291552,"(40.75869481116022, -73.8734463291552)",14511,65,3,21,73
58968845,10/01/2023 12:19:43 AM,10/01/2023 12:30:08 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10017,305 EAST   45 STREET,EAST   45 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   45 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,10/01/2023 12:30:17 AM,06 MANHATTAN,1013380005,MANHATTAN,992456,213100,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.751583007007575,-73.97038253814678,"(40.751583007007575, -73.97038253814678)",12079,71,4,51,9
58974953,10/01/2023 12:19:10 AM,10/01/2023 12:39:12 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10002,178 LUDLOW STREET,LUDLOW STREET,STANTON STREET,EAST    1 STREET,STANTON STREET,EAST    1 STREET,ADDRESS,NEW YORK,LUDLOW STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:39:18 AM,03 MANHATTAN,1004120046,MANHATTAN,987717,202236,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72176714065984,-73.98749234705485,"(40.72176714065984, -73.98749234705485)",11723,70,4,32,4
58972556,10/01/2023 12:17:15 AM,10/01/2023 12:53:09 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,492 CONVENT AVENUE,CONVENT AVENUE,WEST  151 STREET,WEST  152 STREET,WEST  151 STREET,WEST  152 STREET,ADDRESS,NEW YORK,CONVENT AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:53:14 AM,09 MANHATTAN,1020660046,MANHATTAN,1000128,241174,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82862812082296,-73.94262605306395,"(40.82862812082296, -73.94262605306395)",12428,37,4,23,19
58972564,10/01/2023 12:17:00 AM,10/01/2023 12:19:01 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10458,2563 DECATUR AVENUE,DECATUR AVENUE,EAST FORDHAM ROAD,EAST  193 STREET,EAST FORDHAM ROAD,EAST  193 STREET,ADDRESS,BRONX,DECATUR AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:19:06 AM,07 BRONX,2032750048,BRONX,1014391,253566,ONLINE,Unspecified,BRONX,,,,,,,,40.862603336229455,-73.89103212485293,"(40.862603336229455, -73.89103212485293)",10936,24,5,22,34
58973698,10/01/2023 12:16:50 AM,10/01/2023 01:04:19 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,26 SHERMAN AVENUE,SHERMAN AVENUE,SICKLES STREET,ARDEN STREET,SICKLES STREET,ARDEN STREET,ADDRESS,NEW YORK,SHERMAN AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,10/01/2023 01:04:23 AM,12 MANHATTAN,1021750098,MANHATTAN,1004077,253601,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86272859062812,-73.92831990267065,"(40.86272859062812, -73.92831990267065)",13098,47,4,39,22
58972954,10/01/2023 12:15:59 AM,10/01/2023 05:33:30 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11417,92-03 103 AVENUE,103 AVENUE,92 STREET,93 STREET,92 STREET,93 STREET,ADDRESS,OZONE PARK,103 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 05:33:33 AM,09 QUEENS,4090990139,QUEENS,1026563,187650,ONLINE,Unspecified,QUEENS,,,,,,,,40.68163153482183,-73.84744215198832,"(40.68163153482183, -73.84744215198832)",24012,46,3,41,60
58977277,10/01/2023 12:14:47 AM,10/01/2023 12:33:32 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,AVENUE D,AVENUE D,AVENUE D,EAST   10 STREET,AVENUE D,EAST   10 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:33:38 AM,03 MANHATTAN,,MANHATTAN,991134,203370,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72487769688808,-73.97516391618328,"(40.72487769688808, -73.97516391618328)",11729,70,4,50,5
58974885,10/01/2023 12:14:31 AM,10/01/2023 12:50:18 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,1791 CARTER AVENUE,CARTER AVENUE,ITTNER PLACE,EAST  175 STREET,ITTNER PLACE,EAST  175 STREET,ADDRESS,BRONX,CARTER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:50:23 AM,05 BRONX,,BRONX,1011127,247382,MOBILE,Unspecified,BRONX,,,,,,,,40.84564064953188,-73.90285715134496,"(40.84564064953188, -73.90285715134496)",10935,6,5,22,29
58973676,10/01/2023 12:13:12 AM,10/01/2023 12:21:37 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,436 LAFAYETTE AVENUE,LAFAYETTE AVENUE,CLASSON AVENUE,FRANKLIN AVENUE,CLASSON AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,LAFAYETTE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:21:41 AM,03 BROOKLYN,3019490033,BROOKLYN,995995,190353,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68914399225596,-73.95764911578473,"(40.68914399225596, -73.95764911578473)",17212,69,2,48,51
58973649,10/01/2023 12:12:58 AM,10/01/2023 12:57:18 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,1505 BUSHWICK AVENUE,BUSHWICK AVENUE,GRANITE STREET,FURMAN AVENUE,GRANITE STREET,FURMAN AVENUE,ADDRESS,BROOKLYN,BUSHWICK AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:57:23 AM,04 BROOKLYN,3034620002,BROOKLYN,1010174,188089,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6828996604308,-73.90653029536476,"(40.6828996604308, -73.90653029536476)",17214,42,2,37,53
58970119,10/01/2023 12:11:51 AM,10/01/2023 12:14:40 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,2029 2 AVENUE,2 AVENUE,EAST  104 STREET,EAST  105 STREET,EAST  104 STREET,EAST  105 STREET,ADDRESS,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:14:43 AM,11 MANHATTAN,1016540011,MANHATTAN,999954,226908,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78947222299533,-73.94328816237638,"(40.78947222299533, -73.94328816237638)",12426,7,4,35,14
58973650,10/01/2023 12:11:05 AM,10/01/2023 12:47:11 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11233,531 HALSEY STREET,HALSEY STREET,STUYVESANT AVENUE,MALCOLM X BOULEVARD,STUYVESANT AVENUE,MALCOLM X BOULEVARD,ADDRESS,BROOKLYN,HALSEY STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:47:18 AM,03 BROOKLYN,3016610080,BROOKLYN,1003309,188465,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6839491383089,-73.93128116873264,"(40.6839491383089, -73.93128116873264)",13516,69,2,49,52
58972565,10/01/2023 12:11:00 AM,10/01/2023 12:18:08 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10458,2563 DECATUR AVENUE,DECATUR AVENUE,EAST FORDHAM ROAD,EAST  193 STREET,EAST FORDHAM ROAD,EAST  193 STREET,ADDRESS,BRONX,DECATUR AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:18:13 AM,07 BRONX,2032750048,BRONX,1014391,253566,ONLINE,Unspecified,BRONX,,,,,,,,40.862603336229455,-73.89103212485293,"(40.862603336229455, -73.89103212485293)",10936,24,5,22,34
58976141,10/01/2023 12:09:54 AM,10/01/2023 12:28:51 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11420,111-05 128 STREET,128 STREET,111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,ADDRESS,SOUTH OZONE PARK,128 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,10/01/2023 12:28:57 AM,10 QUEENS,4116330001,QUEENS,1036038,187982,ONLINE,Unspecified,QUEENS,,,,,,,,40.68249243327391,-73.8132779566938,"(40.68249243327391, -73.8132779566938)",24016,62,3,46,64
58977285,10/01/2023 12:09:36 AM,10/01/2023 12:35:18 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10459,1210 WESTCHESTER AVENUE,WESTCHESTER AVENUE,FAILE STREET,BRYANT AVENUE,FAILE STREET,BRYANT AVENUE,ADDRESS,BRONX,WESTCHESTER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:35:28 AM,02 BRONX,2027500022,BRONX,1014875,240222,MOBILE,Unspecified,BRONX,,,,,,,,40.82597633226107,-73.889343277295,"(40.82597633226107, -73.889343277295)",10937,8,5,43,24
58970091,10/01/2023 12:09:20 AM,10/01/2023 12:33:07 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,3 HAVEN PLAZA,HAVEN PLAZA,AVENUE C,SZOLD PLACE,AVENUE C,SZOLD PLACE,ADDRESS,NEW YORK,HAVEN PLAZA,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:33:13 AM,03 MANHATTAN,1003820001,MANHATTAN,990906,204079,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72682390398384,-73.97598579292486,"(40.72682390398384, -73.97598579292486)",11729,70,4,50,5
58971345,10/01/2023 12:08:54 AM,10/01/2023 12:13:23 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11103,28 AVENUE,28 AVENUE,28 AVENUE,46 STREET,28 AVENUE,46 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:13:28 AM,01 QUEENS,,QUEENS,1009484,217355,ONLINE,Unspecified,QUEENS,,,,,,,,40.76322969163102,-73.90890837911023,"(40.76322969163102, -73.90890837911023)",16860,39,3,4,72
58974165,10/01/2023 12:08:26 AM,10/01/2023 04:12:58 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10451,775 CONCOURSE VILLAGE EAST,CONCOURSE VILLAGE EAST,EAST  156 STREET,EAST  158 STREET,EAST  156 STREET,EAST  158 STREET,ADDRESS,BRONX,CONCOURSE VILLAGE EAST,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 04:13:02 AM,04 BRONX,2024430170,BRONX,1006450,239194,ONLINE,Unspecified,BRONX,,,,,,,,40.823179958885945,-73.91978854856163,"(40.823179958885945, -73.91978854856163)",10929,50,5,42,27
58970120,10/01/2023 12:08:18 AM,10/01/2023 12:48:19 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,413 SOUTH    5 STREET,SOUTH    5 STREET,HEWES STREET,MONTROSE AVENUE,HEWES STREET,MONTROSE AVENUE,ADDRESS,BROOKLYN,SOUTH    5 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:48:15 AM,01 BROOKLYN,3024520040,BROOKLYN,997624,196904,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70712264634312,-73.95176215472345,"(40.70712264634312, -73.95176215472345)",17613,36,2,30,56
58974955,10/01/2023 12:08:12 AM,10/01/2023 12:50:26 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,25 WEST  119 STREET,WEST  119 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  119 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:50:33 AM,10 MANHATTAN,1017180027,MANHATTAN,999150,231867,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.803084721448734,-73.9461806430655,"(40.803084721448734, -73.9461806430655)",12423,18,4,36,18
58968776,10/01/2023 12:08:11 AM,10/01/2023 12:18:48 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11231,55 DWIGHT STREET,DWIGHT STREET,PIONEER STREET,BUSH STREET,PIONEER STREET,BUSH STREET,ADDRESS,BROOKLYN,DWIGHT STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:18:52 AM,06 BROOKLYN,3005330001,BROOKLYN,982005,185858,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67681374950238,-74.00809366989789,"(40.67681374950238, -74.00809366989789)",13514,14,2,7,48
58972947,10/01/2023 12:07:50 AM,10/01/2023 03:35:25 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1425 WYTHE PLACE,WYTHE PLACE,EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,WYTHE PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 03:35:30 AM,04 BRONX,2028430085,BRONX,1007844,245237,MOBILE,Unspecified,BRONX,,,,,,,,40.83976263704942,-73.91473059669516,"(40.83976263704942, -73.91473059669516)",10930,50,5,29,27
58973699,10/01/2023 12:07:36 AM,10/01/2023 01:01:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,347 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 01:01:43 AM,08 BROOKLYN,3011760054,BROOKLYN,993945,184564,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67325698681136,-73.96504946681512,"(40.67325698681136, -73.96504946681512)",13829,16,2,48,49
58972503,10/01/2023 12:07:25 AM,10/01/2023 01:08:19 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,455 JEFFERSON STREET,JEFFERSON STREET,SCOTT AVENUE,CYPRESS AVENUE,SCOTT AVENUE,CYPRESS AVENUE,ADDRESS,BROOKLYN,JEFFERSON STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 01:08:23 AM,04 BROOKLYN,3031690017,BROOKLYN,1005944,197535,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70883810427304,-73.92175124625676,"(40.70883810427304, -73.92175124625676)",13828,42,2,30,53
58977360,10/01/2023 12:07:11 AM,10/01/2023 12:21:57 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10458,2563 DECATUR AVENUE,DECATUR AVENUE,EAST FORDHAM ROAD,EAST  193 STREET,EAST FORDHAM ROAD,EAST  193 STREET,ADDRESS,BRONX,DECATUR AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:22:02 AM,07 BRONX,2032750048,BRONX,1014391,253566,ONLINE,Unspecified,BRONX,,,,,,,,40.862603336229455,-73.89103212485293,"(40.862603336229455, -73.89103212485293)",10936,24,5,22,34
58971316,10/01/2023 12:06:45 AM,10/01/2023 12:45:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10019,318 WEST   51 STREET,WEST   51 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   51 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:45:43 AM,04 MANHATTAN,1010410044,MANHATTAN,987999,217349,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.76324844017083,-73.98646657198002,"(40.76324844017083, -73.98646657198002)",12081,12,4,10,10
58974945,10/01/2023 12:06:37 AM,10/01/2023 01:09:18 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,108-68 39 AVENUE,39 AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,ADDRESS,CORONA,39 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 01:09:22 AM,03 QUEENS,4017800032,QUEENS,1023847,213335,ONLINE,Unspecified,QUEENS,,,,,,,,40.75214317042332,-73.85708347591302,"(40.75214317042332, -73.85708347591302)",14510,65,3,21,73
58971329,10/01/2023 12:06:05 AM,10/01/2023 12:54:55 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11385,1543 DECATUR STREET,DECATUR STREET,DECATUR STREET,WYCKOFF AVENUE,DECATUR STREET,WYCKOFF AVENUE,ADDRESS,RIDGEWOOD,DECATUR STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:54:58 AM,05 QUEENS,4035410023,QUEENS,1011255,192034,ONLINE,Unspecified,QUEENS,,,,,,,,40.69372454088398,-73.90261691007524,"(40.69372454088398, -73.90261691007524)",15310,54,3,30,62
58973713,10/01/2023 12:06:00 AM,10/01/2023 12:13:42 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10467,3540 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,EAST GUN HILL ROAD,EAST  212 STREET,EAST GUN HILL ROAD,EAST  212 STREET,ADDRESS,BRONX,ROCHAMBEAU AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:13:46 AM,07 BRONX,2033280082,BRONX,1017708,260820,ONLINE,Unspecified,BRONX,,,,,,,,40.88250137283987,-73.87900406214986,"(40.88250137283987, -73.87900406214986)",11605,24,5,40,34
58970522,10/01/2023 12:04:57 AM,10/01/2023 04:14:53 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,641 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,MADISON STREET,PUTNAM AVENUE,MADISON STREET,PUTNAM AVENUE,ADDRESS,BROOKLYN,KNICKERBOCKER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 04:14:57 AM,04 BROOKLYN,3033650110,BROOKLYN,1008517,192672,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6954836333214,-73.91248814291961,"(40.6954836333214, -73.91248814291961)",18181,42,2,37,53
58970115,10/01/2023 12:04:52 AM,10/01/2023 12:27:35 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,91 EAST    7 STREET,EAST    7 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST    7 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:27:42 AM,03 MANHATTAN,1004350001,MANHATTAN,988296,204085,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72684195138394,-73.98540241776267,"(40.72684195138394, -73.98540241776267)",11729,70,4,50,5
58973674,10/01/2023 12:03:24 AM,10/01/2023 12:34:03 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,2111 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,BEEKMAN PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:34:08 AM,09 BROOKLYN,3050260075,BROOKLYN,994992,179735,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66000124850346,-73.96128272045006,"(40.66000124850346, -73.96128272045006)",13509,17,2,11,44
58970133,10/01/2023 12:03:22 AM,10/01/2023 12:20:20 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,325 EAST  115 STREET,EAST  115 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST  115 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:20:26 AM,11 MANHATTAN,1016870014,MANHATTAN,1001596,229259,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.795922011471305,-73.93735233955827,"(40.795922011471305, -73.93735233955827)",12426,7,4,35,16
58976085,10/01/2023 12:02:41 AM,10/01/2023 12:52:34 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,104-05 116 STREET,116 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,116 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:52:39 AM,10 QUEENS,,QUEENS,1032320,189074,MOBILE,Unspecified,QUEENS,,,,,,,,40.685510690488584,-73.82667540836465,"(40.685510690488584, -73.82667540836465)",24015,62,3,46,64
58972521,10/01/2023 12:02:30 AM,10/01/2023 12:42:54 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11217,140 FLATBUSH AVENUE,FLATBUSH AVENUE,ATLANTIC AVENUE,PACIFIC STREET,ATLANTIC AVENUE,PACIFIC STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,10/01/2023 12:42:58 AM,02 BROOKLYN,3009270016,BROOKLYN,990583,188344,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.683635274595346,-73.97716594415441,"(40.683635274595346, -73.97716594415441)",17619,68,2,27,50
58973656,10/01/2023 12:02:07 AM,10/01/2023 01:42:14 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455,785 EAST  151 STREET,EAST  151 STREET,WALES AVENUE,TINTON AVENUE,WALES AVENUE,TINTON AVENUE,ADDRESS,BRONX,EAST  151 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 01:42:16 AM,01 BRONX,2026530057,BRONX,1010201,236089,MOBILE,Unspecified,BRONX,,,,,,,,40.814647388831695,-73.90624772042364,"(40.814647388831695, -73.90624772042364)",10933,49,5,35,23
58970531,10/01/2023 12:01:56 AM,10/01/2023 04:13:51 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1496 INWOOD AVENUE,INWOOD AVENUE,WEST  172 STREET,GOBLE PLACE,WEST  172 STREET,GOBLE PLACE,ADDRESS,BRONX,INWOOD AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 04:13:53 AM,04 BRONX,2028590004,BRONX,1007135,246335,ONLINE,Unspecified,BRONX,,,,,,,,40.842778191198015,-73.91728919495712,"(40.842778191198015, -73.91728919495712)",10930,50,5,29,27
58972561,10/01/2023 12:01:51 AM,10/01/2023 12:16:54 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,152 AVENUE C,AVENUE C,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,ADDRESS,NEW YORK,AVENUE C,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:16:58 AM,03 MANHATTAN,1003790005,MANHATTAN,990418,203625,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.725578138167585,-73.97774686596851,"(40.725578138167585, -73.97774686596851)",11729,70,4,50,5
58977340,10/01/2023 12:00:24 AM,10/01/2023 12:37:39 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11232,3 AVENUE,3 AVENUE,3 AVENUE,33 STREET,3 AVENUE,33 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 12:37:43 AM,07 BROOKLYN,,BROOKLYN,982952,178713,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.657202503954785,-74.00467817155801,"(40.657202503954785, -74.00467817155801)",13515,9,2,7,45
58977327,10/01/2023 12:00:03 AM,10/01/2023 01:59:04 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10309,HYLAN BOULEVARD,HYLAN BOULEVARD,HYLAN BOULEVARD,SEGUINE AVENUE,HYLAN BOULEVARD,SEGUINE AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10/01/2023 01:59:08 AM,03 STATEN ISLAND,,STATEN ISLAND,929440,128470,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.51912633757141,-74.19713496750717,"(40.51912633757141, -74.19713496750717)",10696,15,1,9,77
58974915,09/30/2023 11:59:58 PM,10/01/2023 12:16:46 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11226,260 PARKSIDE AVENUE,PARKSIDE AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,PARKSIDE AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,10/01/2023 12:16:51 AM,09 BROOKLYN,3050550014,BROOKLYN,995577,178158,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.655672001198894,-73.95917686020623,"(40.655672001198894, -73.95917686020623)",13510,17,2,11,44
